Pendolo inverso attivazione
dt	OCR2A	Prescaler
10	156	1024
-255	6675	-52	-1
-255	6623	-52	0
-255	6570	-53	-1
-255	6517	-53	0
-255	6463	-54	-1
-255	6410	-53	1
-255	6356	-54	-1
-255	6302	-54	0
-255	6249	-53	1
-255	6194	-55	-2
-255	6141	-53	2
-255	6086	-55	-2
-255	6032	-54	1
-255	5978	-54	0
-255	5924	-54	0
-255	5870	-54	0
-255	5816	-54	0
-255	5761	-55	-1
-255	5707	-54	1
-255	5653	-54	0
-255	5599	-54	0
-255	5545	-54	0
-255	5490	-55	-1
-255	5436	-54	1
-255	5382	-54	0
-255	5327	-55	-1
-255	5273	-54	1
-255	5219	-54	0
-255	5165	-54	0
-255	5110	-55	-1
-255	5056	-54	1
-255	5002	-54	0
-255	4948	-54	0
-255	4894	-54	0
-255	4839	-55	-1
-255	4785	-54	1
-255	4730	-55	-1
-255	4676	-54	1
-255	4622	-54	0
-255	4568	-54	0
-255	4513	-55	-1
-255	4459	-54	1
-255	4405	-54	0
-255	4351	-54	0
-255	4296	-55	-1
-255	4242	-54	1
-255	4187	-55	-1
-255	4133	-54	1
-255	4079	-54	0
-255	4025	-54	0
-255	3970	-55	-1
-255	3916	-54	1
-255	3862	-54	0
-255	3807	-55	-1
-255	3753	-54	1
-255	3698	-55	-1
-255	3644	-54	1
-255	3590	-54	0
-255	3535	-55	-1
-255	3481	-54	1
-255	3426	-55	-1
-255	3372	-54	1
-255	3318	-54	0
-255	3264	-54	0
-255	3209	-55	-1
-255	3155	-54	1
-255	3101	-54	0
-255	3046	-55	-1
-255	2992	-54	1
-255	2937	-55	-1
-255	2883	-54	1
-255	2829	-54	0
-255	2774	-55	-1
-255	2720	-54	1
-255	2666	-54	0
-255	2611	-55	-1
-255	2557	-54	1
-255	2502	-55	-1
-255	2448	-54	1
-255	2393	-55	-1
-255	2339	-54	1
-255	2284	-55	-1
-255	2230	-54	1
-255	2175	-55	-1
-255	2121	-54	1
-255	2067	-54	0
-255	2013	-54	0
-255	1958	-55	-1
-255	1904	-54	1
-255	1849	-55	-1
-255	1795	-54	1
-255	1740	-55	-1
-255	1686	-54	1
-255	1631	-55	-1
-255	1577	-54	1
-255	1522	-55	-1
-255	1468	-54	1
-255	1414	-54	0
-255	1359	-55	-1
-255	1305	-54	1
-255	1250	-55	-1
-255	1196	-54	1
-255	1141	-55	-1
-255	1087	-54	1
-255	1032	-55	-1
-255	978	-54	1
-255	923	-55	-1
-255	867	-56	-1
-255	813	-54	2
-255	759	-54	0
-255	704	-55	-1
-255	649	-55	0
-255	595	-54	1
-255	540	-55	-1
-255	486	-54	1
-255	432	-54	0
-255	377	-55	-1
-255	323	-54	1
-255	268	-55	-1
-255	214	-54	1
-255	160	-54	0
-255	105	-55	-1
-255	51	-54	1
-255	-4	-55	-1
-255	-59	-55	0
-255	-115	-56	-1
-255	-170	-55	1
-255	-224	-54	1
-255	-278	-54	0
-255	-333	-55	-1
-255	-387	-54	1
-255	-442	-55	-1
-255	-496	-54	1
-255	-550	-54	0
-255	-605	-55	-1
-255	-659	-54	1
-255	-714	-55	-1
-255	-769	-55	0
-255	-823	-54	1
-255	-877	-54	0
-255	-932	-55	-1
-255	-986	-54	1
-255	-1041	-55	-1
-255	-1095	-54	1
-255	-1150	-55	-1
-255	-1204	-54	1
-255	-1259	-55	-1
-255	-1313	-54	1
-255	-1368	-55	-1
-255	-1422	-54	1
-255	-1477	-55	-1
-255	-1531	-54	1
-255	-1586	-55	-1
-255	-1640	-54	1
-255	-1695	-55	-1
-255	-1749	-54	1
-255	-1803	-54	0
-255	-1858	-55	-1
-255	-1913	-55	0
-255	-1967	-54	1
-255	-2022	-55	-1
-255	-2076	-54	1
-255	-2131	-55	-1
-255	-2185	-54	1
-255	-2240	-55	-1
-255	-2294	-54	1
-255	-2349	-55	-1
-255	-2403	-54	1
-255	-2458	-55	-1
-255	-2512	-54	1
-255	-2567	-55	-1
-255	-2621	-54	1
-255	-2676	-55	-1
-255	-2730	-54	1
-255	-2785	-55	-1
-255	-2839	-54	1
-255	-2894	-55	-1
-255	-2949	-55	0
-255	-3003	-54	1
-255	-3057	-54	0
-255	-3112	-55	-1
-255	-3166	-54	1
-255	-3221	-55	-1
-255	-3275	-54	1
-255	-3330	-55	-1
-255	-3385	-55	0
-255	-3439	-54	1
-255	-3494	-55	-1
-255	-3548	-54	1
-255	-3603	-55	-1
-255	-3657	-54	1
-255	-3711	-54	0
1000	-3766	-55	-1
1000	-3813	-47	8
1000	-3845	-32	15
1000	-3869	-24	8
1000	-3888	-19	5
1000	-3903	-15	4
1000	-3914	-11	4
1000	-3924	-10	1
1000	-3932	-8	2
1000	-3938	-6	2
1000	-3943	-5	1
1000	-3947	-4	1
1000	-3950	-3	1
1000	-3951	-1	2
1000	-3951	0	1
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
1000	-3951	0	0
